img_name,sex,age,height,weight,split
000061_F_23_149860_6577090.jpg,0,23,1.4986,65.7709,test
000064_F_23_160020_5488468.jpg,0,23,1.6002,54.88468,train
000064_F_23_160020_7756430.jpg,0,23,1.6002,77.5643,train
000065_F_23_162560_11294451.jpg,0,23,1.6256,112.94451,train
000065_F_23_162560_7801788.jpg,0,23,1.6256,78.01788,train
000066_F_23_165100_11113014.jpg,0,23,1.651,111.13014,test
000066_F_23_165100_9298644.jpg,0,23,1.651,92.98644,train
000068_F_23_170180_15100091.jpg,0,23,1.7018,151.00091,train
000068_F_23_170180_17281870.jpg,0,23,1.7018,172.8187,train
000069_F_23_177800_10886218.jpg,0,23,1.778,108.86218,train
000069_F_23_177800_8346100.jpg,0,23,1.778,83.461,train
000070_F_23_157480_7801788.jpg,0,23,1.5748,78.01788,train
000071_F_23_165100_7711071.jpg,0,23,1.651,77.11071,validation
000071_F_23_165100_9071848.jpg,0,23,1.651,90.71848,train
000072_F_23_185420_7257478.jpg,0,23,1.8542,72.57478,test
000072_F_23_185420_9525440.jpg,0,23,1.8542,95.2544,validation
000073_F_28_162560_10659421.jpg,0,28,1.6256,106.59421,train
000073_F_28_162560_6350294.jpg,0,28,1.6256,63.50294,train
000075_F_24_149860_9071848.jpg,0,24,1.4986,90.71848,validation
000076_F_24_154940_6123497.jpg,0,24,1.5494,61.23497,train
000078_F_30_172720_9525440.jpg,0,30,1.7272,95.2544,train
000079_F_24_180340_8073945.jpg,0,24,1.8034,80.73945,test
000080_F_24_162560_7166759.jpg,0,24,1.6256,71.66759,validation
000080_F_24_162560_7756430.jpg,0,24,1.6256,77.5643,train
000082_F_24_167640_5715264.jpg,0,24,1.6764,57.15264,train
000083_F_24_167640_6123497.jpg,0,24,1.6764,61.23497,train
000083_F_24_167640_8391459.jpg,0,24,1.6764,83.91459,train
000084_F_24_167640_12564509.jpg,0,24,1.6764,125.64509,train
000084_F_24_167640_8482178.jpg,0,24,1.6764,84.82178,train
000086_F_32_157480_6350294.jpg,0,32,1.5748,63.50294,validation
000086_F_32_157480_8527537.jpg,0,32,1.5748,85.27537,train
000087_F_24_170180_7438915.jpg,0,24,1.7018,74.38915,train
000088_F_24_177800_10886218.jpg,0,24,1.778,108.86218,test
000088_F_24_177800_7620352.jpg,0,24,1.778,76.20352,train
000089_F_24_180340_9298644.jpg,0,24,1.8034,92.98644,validation
000090_F_23_152400_5443109.jpg,0,23,1.524,54.43109,train
000090_F_23_152400_6350294.jpg,0,23,1.524,63.50294,test
000091_F_24_180340_8708974.jpg,0,24,1.8034,87.08974,train
000092_F_24_157480_10665227.jpg,0,24,1.5748,106.65227,train
000092_F_24_157480_4853439.jpg,0,24,1.5748,48.53439,train
000093_F_24_157480_7121401.jpg,0,24,1.5748,71.21401,train
000094_F_24_165100_6078138.jpg,0,24,1.651,60.78138,validation
000096_F_25_149860_6123497.jpg,0,25,1.4986,61.23497,train
000097_F_34_160020_6350294.jpg,0,34,1.6002,63.50294,train
000098_F_25_157480_8255382.jpg,0,25,1.5748,82.55382,validation
000099_F_25_172720_6350294.jpg,0,25,1.7272,63.50294,train
000099_F_25_172720_8618256.jpg,0,25,1.7272,86.18256,test
000100_F_19_172720_6350294.jpg,0,19,1.7272,63.50294,train
000100_F_19_172720_9207926.jpg,0,19,1.7272,92.07926,validation
000102_F_25_162560_6622449.jpg,0,25,1.6256,66.22449,train
000102_F_25_162560_8890411.jpg,0,25,1.6256,88.90411,train
000103_F_30_170180_6350294.jpg,0,30,1.7018,63.50294,test
000105_F_25_167640_13834567.jpg,0,25,1.6764,138.34567,train
000105_F_25_167640_9026489.jpg,0,25,1.6764,90.26489,train
000107_F_25_165100_5579187.jpg,0,25,1.651,55.79187,train
000108_F_25_167640_9207926.jpg,0,25,1.6764,92.07926,validation
000109_F_25_170180_6985323.jpg,0,25,1.7018,69.85323,test
000110_F_23_162560_5443109.jpg,0,23,1.6256,54.43109,train
000110_F_23_162560_6350294.jpg,0,23,1.6256,63.50294,train
000112_F_28_170180_6713168.jpg,0,28,1.7018,67.13168,train
000113_F_19_162560_6350294.jpg,0,19,1.6256,63.50294,validation
000113_F_19_162560_6577090.jpg,0,19,1.6256,65.7709,test
000115_F_26_162560_13154180.jpg,0,26,1.6256,131.5418,train
000115_F_26_162560_7257478.jpg,0,26,1.6256,72.57478,train
000116_F_23_162560_6350294.jpg,0,23,1.6256,63.50294,test
000116_F_23_162560_9525440.jpg,0,23,1.6256,95.2544,train
000117_F_26_162560_13834567.jpg,0,26,1.6256,138.34567,train
000117_F_26_162560_15422142.jpg,0,26,1.6256,154.22142,train
000118_F_26_165100_12972743.jpg,0,26,1.651,129.72743,test
000118_F_26_165100_9525440.jpg,0,26,1.651,95.2544,test
000119_F_26_165100_7484274.jpg,0,26,1.651,74.84274,train
000120_F_28_160020_6350294.jpg,0,28,1.6002,63.50294,validation
000121_F_26_167640_5579187.jpg,0,26,1.6764,55.79187,validation
000121_F_26_167640_7076040.jpg,0,26,1.6764,70.7604,train
000122_F_26_170180_4032436.jpg,0,26,1.7018,40.32436,train
000122_F_26_170180_6091746.jpg,0,26,1.7018,60.91746,train
000123_F_26_170180_9389363.jpg,0,26,1.7018,93.89363,validation
000124_F_27_175260_7212119.jpg,0,27,1.7526,72.12119,train
000124_F_27_175260_9162566.jpg,0,27,1.7526,91.62566,test
000125_F_21_162560_6350294.jpg,0,21,1.6256,63.50294,train
000125_F_21_162560_7121401.jpg,0,21,1.6256,71.21401,train
000126_F_26_170180_9525440.jpg,0,26,1.7018,95.2544,train
000127_F_26_172720_6304934.jpg,0,26,1.7272,63.04934,test
000127_F_26_172720_8482178.jpg,0,26,1.7272,84.82178,train
000128_F_32_165100_6123497.jpg,0,32,1.651,61.23497,train
000130_F_26_172720_15875734.jpg,0,26,1.7272,158.75734,test
000131_F_26_157480_12428432.jpg,0,26,1.5748,124.28432,test
000131_F_26_157480_16238608.jpg,0,26,1.5748,162.38608,test
000132_F_27_160020_5715264.jpg,0,27,1.6002,57.15264,validation
000132_F_27_160020_7166759.jpg,0,27,1.6002,71.66759,validation
000133_F_26_170180_10568703.jpg,0,26,1.7018,105.68703,test
000133_F_26_170180_7665712.jpg,0,26,1.7018,76.65712,test
000134_F_25_149860_5125594.jpg,0,25,1.4986,51.25594,validation
000134_F_25_149860_6350294.jpg,0,25,1.4986,63.50294,train
000135_F_26_175260_9979033.jpg,0,26,1.7526,99.79033,train
000136_F_27_144780_4717361.jpg,0,27,1.4478,47.17361,test
000137_F_27_177800_6577090.jpg,0,27,1.778,65.7709,test
000137_F_27_177800_8799693.jpg,0,27,1.778,87.99693,train
000138_F_27_177800_7438915.jpg,0,27,1.778,74.38915,train
000138_F_27_177800_9752237.jpg,0,27,1.778,97.52237,validation
000139_F_27_162560_10115111.jpg,0,27,1.6256,101.15111,test
000139_F_27_162560_7711071.jpg,0,27,1.6256,77.11071,train
000140_F_27_177800_7574993.jpg,0,27,1.778,75.74993,train
000140_F_27_177800_9752237.jpg,0,27,1.778,97.52237,train
000141_F_21_162560_6350294.jpg,0,21,1.6256,63.50294,test
000141_F_21_162560_7121401.jpg,0,21,1.6256,71.21401,train
000142_F_27_157480_10115111.jpg,0,27,1.5748,101.15111,test
000142_F_27_157480_6939964.jpg,0,27,1.5748,69.39964,train
000145_F_27_165100_6259575.jpg,0,27,1.651,62.59575,test
000145_F_27_165100_8572896.jpg,0,27,1.651,85.72896,train
000146_F_25_149860_5216313.jpg,0,25,1.4986,52.16313,train
000146_F_25_149860_6350294.jpg,0,25,1.4986,63.50294,train
000147_F_27_167640_9979033.jpg,0,27,1.6764,99.79033,train
000149_F_27_170180_6259575.jpg,0,27,1.7018,62.59575,train
000149_F_27_170180_9979033.jpg,0,27,1.7018,99.79033,validation
000151_F_27_172720_9752237.jpg,0,27,1.7272,97.52237,test
000152_F_23_170180_9979033.jpg,0,23,1.7018,99.79033,train
000153_F_27_175260_6985323.jpg,0,27,1.7526,69.85323,test
000153_F_27_175260_9842955.jpg,0,27,1.7526,98.42955,train
000155_F_24_160020_7257478.jpg,0,24,1.6002,72.57478,train
000155_F_24_160020_9979033.jpg,0,24,1.6002,99.79033,train
000157_F_27_167640_10886218.jpg,0,27,1.6764,108.86218,train
000158_F_30_157480_6350294.jpg,0,30,1.5748,63.50294,train
000158_F_30_157480_7983226.jpg,0,30,1.5748,79.83226,test
000159_F_27_170180_9434722.jpg,0,27,1.7018,94.34722,train
000160_F_27_175260_6803886.jpg,0,27,1.7526,68.03886,train
000160_F_27_175260_9071848.jpg,0,27,1.7526,90.71848,test
000161_F_24_157480_6758526.jpg,0,24,1.5748,67.58526,train
000165_F_28_157480_7484274.jpg,0,28,1.5748,74.84274,train
000165_F_28_157480_8436819.jpg,0,28,1.5748,84.36819,train
000166_F_28_165100_10659421.jpg,0,28,1.651,106.59421,test
000166_F_28_165100_12927383.jpg,0,28,1.651,129.27383,train
000168_F_28_170180_7030682.jpg,0,28,1.7018,70.30682,test
000170_F_22_162560_7711071.jpg,0,22,1.6256,77.11071,test
000171_F_25_165100_6350294.jpg,0,25,1.651,63.50294,test
000171_F_25_165100_8164663.jpg,0,25,1.651,81.64663,train
000172_F_28_172720_12700587.jpg,0,28,1.7272,127.00587,train
000172_F_28_172720_8981130.jpg,0,28,1.7272,89.8113,train
000173_F_28_172720_12791306.jpg,0,28,1.7272,127.91306,validation
000173_F_28_172720_8255382.jpg,0,28,1.7272,82.55382,test
000174_F_28_175260_7928794.jpg,0,28,1.7526,79.28794,validation
000175_F_28_175260_10432625.jpg,0,28,1.7526,104.32625,test
000177_F_24_157480_6350294.jpg,0,24,1.5748,63.50294,train
000178_F_28_160020_12655228.jpg,0,28,1.6002,126.55228,train
000178_F_28_160020_8028585.jpg,0,28,1.6002,80.28585,train
000180_F_28_185420_10432625.jpg,0,28,1.8542,104.32625,train
000180_F_28_185420_8618256.jpg,0,28,1.8542,86.18256,validation
000181_F_23_162560_11294451.jpg,0,23,1.6256,112.94451,train
000181_F_23_162560_7937867.jpg,0,23,1.6256,79.37867,validation
000182_F_29_152400_5533827.jpg,0,29,1.524,55.33827,train
000183_F_29_158750_12745946.jpg,0,29,1.5875,127.45946,test
000183_F_29_158750_7756430.jpg,0,29,1.5875,77.5643,test
000184_F_22_170180_6350294.jpg,0,22,1.7018,63.50294,test
000184_F_22_170180_7937867.jpg,0,22,1.7018,79.37867,train
000187_F_29_172720_10886218.jpg,0,29,1.7272,108.86218,validation
000187_F_29_172720_5805983.jpg,0,29,1.7272,58.05983,train
000188_F_29_172720_11430528.jpg,0,29,1.7272,114.30528,train
000188_F_29_172720_7280158.jpg,0,29,1.7272,72.80158,train
000189_F_29_160020_6123497.jpg,0,29,1.6002,61.23497,train
000189_F_29_160020_6577090.jpg,0,29,1.6002,65.7709,test
000190_F_29_182880_6985323.jpg,0,29,1.8288,69.85323,validation
000193_F_25_160020_7847149.jpg,0,25,1.6002,78.47149,train
000193_F_25_160020_9344003.jpg,0,25,1.6002,93.44003,validation
000194_F_30_177800_11385169.jpg,0,30,1.778,113.85169,test
000194_F_30_177800_13607772.jpg,0,30,1.778,136.07772,train
000195_F_28_147320_6350294.jpg,0,28,1.4732,63.50294,train
000195_F_28_147320_7801788.jpg,0,28,1.4732,78.01788,test
000196_F_30_177800_13607772.jpg,0,30,1.778,136.07772,train
000196_F_30_177800_9752237.jpg,0,30,1.778,97.52237,test
000198_F_38_167640_7801788.jpg,0,38,1.6764,78.01788,test
000198_F_38_167640_8300740.jpg,0,38,1.6764,83.0074,validation
000200_F_31_175260_6123497.jpg,0,31,1.7526,61.23497,train
000201_F_30_165100_18597288.jpg,0,30,1.651,185.97288,train
000201_F_30_165100_8164663.jpg,0,30,1.651,81.64663,train
000205_F_30_167640_8346100.jpg,0,30,1.6764,83.461,train
000206_F_30_170180_15875734.jpg,0,30,1.7018,158.75734,test
000206_F_30_170180_8663615.jpg,0,30,1.7018,86.63615,train
000207_F_25_154940_5987420.jpg,0,25,1.5494,59.8742,train
000207_F_25_154940_6350294.jpg,0,25,1.5494,63.50294,test
000208_F_31_177800_13154180.jpg,0,31,1.778,131.5418,train
000208_F_31_177800_8618256.jpg,0,31,1.778,86.18256,validation
000209_F_31_160020_5579187.jpg,0,31,1.6002,55.79187,train
000212_F_31_170180_6350294.jpg,0,31,1.7018,63.50294,test
000213_F_31_162560_7529634.jpg,0,31,1.6256,75.29634,train
000213_F_31_162560_9434722.jpg,0,31,1.6256,94.34722,train
000214_F_31_170180_10477984.jpg,0,31,1.7018,104.77984,train
000214_F_31_170180_7756430.jpg,0,31,1.7018,77.5643,test
000215_F_31_172720_14061364.jpg,0,31,1.7272,140.61364,train
000215_F_31_172720_8482178.jpg,0,31,1.7272,84.82178,train
000216_F_31_182880_16329326.jpg,0,31,1.8288,163.29326,train
000216_F_31_182880_9525440.jpg,0,31,1.8288,95.2544,validation
000217_F_32_154940_11339810.jpg,0,32,1.5494,113.3981,test
000217_F_32_154940_9071848.jpg,0,32,1.5494,90.71848,train
000218_F_32_157480_4962301.jpg,0,32,1.5748,49.62301,train
000220_F_32_165100_7484274.jpg,0,32,1.651,74.84274,validation
000221_F_32_167640_18098337.jpg,0,32,1.6764,180.98337,test
000222_F_32_170180_8436819.jpg,0,32,1.7018,84.36819,validation
000222_F_32_170180_9979033.jpg,0,32,1.7018,99.79033,validation
000223_F_32_175260_6350294.jpg,0,32,1.7526,63.50294,validation
000223_F_32_175260_8618256.jpg,0,32,1.7526,86.18256,train
000224_F_32_175260_7529634.jpg,0,32,1.7526,75.29634,validation
000224_F_32_175260_9434722.jpg,0,32,1.7526,94.34722,test
000226_F_33_157480_7665712.jpg,0,33,1.5748,76.65712,train
000228_F_33_167640_11339810.jpg,0,33,1.6764,113.3981,test
000228_F_33_167640_7166759.jpg,0,33,1.6764,71.66759,train
000229_F_33_162560_13607772.jpg,0,33,1.6256,136.07772,train
000229_F_33_162560_7574993.jpg,0,33,1.6256,75.74993,train
000230_F_25_167640_14061364.jpg,0,25,1.6764,140.61364,test
000231_F_33_162560_13607772.jpg,0,33,1.6256,136.07772,train
000231_F_33_162560_8482178.jpg,0,33,1.6256,84.82178,train
000232_F_33_162560_13607772.jpg,0,33,1.6256,136.07772,test
000232_F_33_162560_9162566.jpg,0,33,1.6256,91.62566,test
000234_F_34_137160_5352390.jpg,0,34,1.3716,53.5239,validation
000234_F_34_137160_5896701.jpg,0,34,1.3716,58.96701,train
000236_F_24_154940_5896701.jpg,0,24,1.5494,58.96701,train
000236_F_24_154940_6350294.jpg,0,24,1.5494,63.50294,train
000237_F_34_154940_10659421.jpg,0,34,1.5494,106.59421,train
000237_F_34_154940_8935770.jpg,0,34,1.5494,89.3577,test
000238_F_35_149860_4490565.jpg,0,35,1.4986,44.90565,train
000238_F_35_149860_6123497.jpg,0,35,1.4986,61.23497,train
000240_F_35_157480_5851342.jpg,0,35,1.5748,58.51342,train
000241_F_27_154940_5669905.jpg,0,27,1.5494,56.69905,test
000242_F_35_167640_10178613.jpg,0,35,1.6764,101.78613,train
000242_F_35_167640_6749455.jpg,0,35,1.6764,67.49455,train
000243_F_24_165100_6350294.jpg,0,24,1.651,63.50294,validation
000243_F_24_165100_8164663.jpg,0,24,1.651,81.64663,train
000246_F_37_149860_4445206.jpg,0,37,1.4986,44.45206,test
000246_F_37_149860_5896701.jpg,0,37,1.4986,58.96701,test
000248_F_24_167640_8482178.jpg,0,24,1.6764,84.82178,validation
000249_F_38_157480_5760623.jpg,0,38,1.5748,57.60623,train
000250_F_21_162560_5125594.jpg,0,21,1.6256,51.25594,test
000250_F_21_162560_6350294.jpg,0,21,1.6256,63.50294,train
000253_F_39_154940_6123497.jpg,0,39,1.5494,61.23497,train
000253_F_39_154940_8708974.jpg,0,39,1.5494,87.08974,test
000254_F_39_170180_14197442.jpg,0,39,1.7018,141.97442,test
000254_F_39_170180_8073945.jpg,0,39,1.7018,80.73945,train
000255_F_24_172720_6758526.jpg,0,24,1.7272,67.58526,test
000256_F_44_170180_7212119.jpg,0,44,1.7018,72.12119,test
000257_F_46_167640_5397750.jpg,0,46,1.6764,53.9775,train
000258_F_22_172720_6350294.jpg,0,22,1.7272,63.50294,train
000259_F_46_170180_6985323.jpg,0,46,1.7018,69.85323,train
000260_F_46_175260_13154180.jpg,0,46,1.7526,131.5418,train
000260_F_46_175260_9661518.jpg,0,46,1.7526,96.61518,train
000261_F_48_177800_13063461.jpg,0,48,1.778,130.63461,test
000261_F_48_177800_9298644.jpg,0,48,1.778,92.98644,test
000262_F_51_162560_7484274.jpg,0,51,1.6256,74.84274,train
000263_F_58_172720_5261672.jpg,0,58,1.7272,52.61672,validation
000264_F_19_157480_5443109.jpg,0,19,1.5748,54.43109,train
000264_F_19_157480_6350294.jpg,0,19,1.5748,63.50294,validation
000265_F_33_175260_6350294.jpg,0,33,1.7526,63.50294,train
000265_F_33_175260_8164663.jpg,0,33,1.7526,81.64663,train
000266_M_16_167640_4808079.jpg,1,16,1.6764,48.08079,train
000267_F_17_157480_6350294.jpg,0,17,1.5748,63.50294,train
000268_M_18_165100_6486371.jpg,1,18,1.651,64.86371,validation
000268_M_18_165100_7711071.jpg,1,18,1.651,77.11071,train
000269_F_33_165100_6350294.jpg,0,33,1.651,63.50294,train
000269_F_33_165100_6803886.jpg,0,33,1.651,68.03886,train
000270_M_18_167640_8572896.jpg,1,18,1.6764,85.72896,train
000271_M_18_170180_5987420.jpg,1,18,1.7018,59.8742,test
000271_M_18_170180_9616159.jpg,1,18,1.7018,96.16159,train
000272_M_18_175260_7257478.jpg,1,18,1.7526,72.57478,train
000272_M_18_175260_9661518.jpg,1,18,1.7526,96.61518,validation
000273_M_18_185420_12745946.jpg,1,18,1.8542,127.45946,train
000273_M_18_185420_7892507.jpg,1,18,1.8542,78.92507,test
000274_M_18_195580_11793402.jpg,1,18,1.9558,117.93402,train
000274_M_18_195580_9752237.jpg,1,18,1.9558,97.52237,train
000275_M_18_195580_12156276.jpg,1,18,1.9558,121.56276,test
000275_M_18_195580_8028585.jpg,1,18,1.9558,80.28585,train
000276_M_18_182880_10432625.jpg,1,18,1.8288,104.32625,train
000276_M_18_182880_11793402.jpg,1,18,1.8288,117.93402,validation
000277_F_22_170180_11203732.jpg,0,22,1.7018,112.03732,test
000279_F_24_154940_6350294.jpg,0,24,1.5494,63.50294,train
000280_M_19_167640_7801788.jpg,1,19,1.6764,78.01788,train
000281_M_19_170180_7937867.jpg,1,19,1.7018,79.37867,train
000282_M_19_185420_12246995.jpg,1,19,1.8542,122.46995,train
000282_M_19_185420_7711071.jpg,1,19,1.8542,77.11071,validation
000283_M_19_185420_15422142.jpg,1,19,1.8542,154.22142,train
000283_M_19_185420_9979033.jpg,1,19,1.8542,99.79033,train
000284_M_20_180340_10795499.jpg,1,20,1.8034,107.95499,test
000285_M_20_162560_6486371.jpg,1,20,1.6256,64.86371,train
000287_M_20_167640_7257478.jpg,1,20,1.6764,72.57478,test
000287_M_20_167640_9752237.jpg,1,20,1.6764,97.52237,train
000289_F_36_168910_6123497.jpg,0,36,1.6891,61.23497,validation
000289_F_36_168910_6441012.jpg,0,36,1.6891,64.41012,validation
000290_M_20_175260_5669905.jpg,1,20,1.7526,56.69905,train
000290_M_20_175260_7348197.jpg,1,20,1.7526,73.48197,validation
000291_M_20_177800_7076040.jpg,1,20,1.778,70.7604,train
000292_F_26_165100_6441012.jpg,0,26,1.651,64.41012,train
000292_F_26_165100_8708974.jpg,0,26,1.651,87.08974,validation
000293_M_20_177800_7484274.jpg,1,20,1.778,74.84274,train
000294_M_20_185420_10205829.jpg,1,20,1.8542,102.05829,train
000294_M_20_185420_4626642.jpg,1,20,1.8542,46.26642,train
000295_M_20_190500_13380976.jpg,1,20,1.905,133.80976,train
000295_M_20_190500_8845052.jpg,1,20,1.905,88.45052,validation
000296_M_20_195580_15648938.jpg,1,20,1.9558,156.48938,train
000298_F_28_160020_6441012.jpg,0,28,1.6002,64.41012,train
000299_M_21_170180_6078138.jpg,1,21,1.7018,60.78138,validation
000299_M_21_170180_6803886.jpg,1,21,1.7018,68.03886,train
000301_M_21_175260_7212119.jpg,1,21,1.7526,72.12119,train
000301_M_21_175260_8391459.jpg,1,21,1.7526,83.91459,test
000302_M_21_175260_9979033.jpg,1,21,1.7526,99.79033,train
000304_M_21_167640_7711071.jpg,1,21,1.6764,77.11071,train
000305_M_21_187960_8255382.jpg,1,21,1.8796,82.55382,train
000306_M_21_187960_10659421.jpg,1,21,1.8796,106.59421,train
000306_M_21_187960_9752237.jpg,1,21,1.8796,97.52237,validation
000307_M_21_187960_11611965.jpg,1,21,1.8796,116.11965,test
000307_M_21_187960_8618256.jpg,1,21,1.8796,86.18256,train
000308_M_21_190500_12020199.jpg,1,21,1.905,120.20199,train
000308_M_21_190500_8845052.jpg,1,21,1.905,88.45052,validation
000309_M_21_190500_9071848.jpg,1,21,1.905,90.71848,validation
000310_F_33_170180_13335617.jpg,0,33,1.7018,133.35617,train
000310_F_33_170180_6894604.jpg,0,33,1.7018,68.94604,validation
000311_F_28_160020_6168857.jpg,0,28,1.6002,61.68857,train
000311_F_28_160020_6441012.jpg,0,28,1.6002,64.41012,train
000312_M_21_193040_10205829.jpg,1,21,1.9304,102.05829,test
000312_M_21_193040_8164663.jpg,1,21,1.9304,81.64663,train
000313_M_21_193040_14605675.jpg,1,21,1.9304,146.05675,train
000314_F_28_160020_6259575.jpg,0,28,1.6002,62.59575,train
000314_F_28_160020_6441012.jpg,0,28,1.6002,64.41012,train
000317_F_28_160020_6214216.jpg,0,28,1.6002,62.14216,train
000317_F_28_160020_6441012.jpg,0,28,1.6002,64.41012,test
000318_M_22_180340_10477984.jpg,1,22,1.8034,104.77984,validation
000319_F_28_160020_6214216.jpg,0,28,1.6002,62.14216,test
